Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744,0.6961169885925744
0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022,0.7175063643610022
0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534,0.7392746400347534
0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835,0.7610650852283835
0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447,0.782520969556447
0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995,0.8032855626334995
0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416,0.8230902856212416
0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586,0.8420191658699586
0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801,0.8602443822770801
0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374,0.8779381137400374
0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604,0.8952725391562604
0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799,0.9124198374231799
0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267,0.9295521874382267
0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307,0.9468417680988307
0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225,0.9644607583024225
0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203,0.9825318676643203
1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392,1.000979928671392
1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392,1.019680304528392
1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754,1.0385083584400754
1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982,1.0573394536111982
1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143,1.0760489532465143
1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793,1.0945122205507793
1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482,1.1126046187287482
1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757,1.1302015109851757
1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413,1.1471999353441413
1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702,1.16358362910702
1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109,1.1793580043945109
1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125,1.1945284733273125
1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243,1.2091004480261243
1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645,1.223079340611645
1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574,1.236470563204574
1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101,1.2492795279256101
1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517,1.2615116468954517
1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265,1.2731478709137265
1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729,1.2840713054957729
1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569,1.2941405948358569
1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245,1.303214383128245
1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031,1.3111513145672031
1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978,1.3178100333469978
1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895,1.323049183661895
1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614,1.3267274097061614
1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628,1.3287033556740628
1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448,1.3288828238827448
1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667,1.3273602491408667
1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679,1.3242772243799679
1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868,1.3197753425315868
1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617,1.3139961965272617
1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323,1.3070813792985323
1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365,1.2991724837769365
1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128,1.2904111028940128
1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011,1.2809388295813011
1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415,1.2709037739194415
1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854,1.2604801145854854
1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858,1.2498485474055858
1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954,1.2391897682058954
1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679,1.2286844728125679
1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566,1.2185133570517566
1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145,1.2088571167496145
1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295,1.199896447732295
1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507,1.1918120458259507
1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855,1.1847349174979855
1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801,1.178597311780801
1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506,1.1732817883480506
1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854,1.1686709068733854
1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586,1.1646472270304586
1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923,1.161093308492923
1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298,1.1578917109344298
1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317,1.1549249940286317
1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816,1.1520757174491816
