,coluna,capacity_factor,x_coord,y_coord,Valor
1332,851.0000,0.1519,"[ 2.12750000e+00  0.00000000e+00 -3.52534641e+04  0.00000000e+00
 -2.12750000e+00 -2.36938080e+03  0.00000000e+00  0.00000000e+00
  8.51000000e+02]","[ 3.33000000e+00  0.00000000e+00 -5.51793352e+04  0.00000000e+00
 -3.33000000e+00 -3.70859603e+03  0.00000000e+00  0.00000000e+00
  1.33200000e+03]",
903,602.0000,0.1190,"[ 1.50500000e+00  0.00000000e+00 -2.49384082e+04  0.00000000e+00
 -1.50500000e+00 -1.67610721e+03  0.00000000e+00  0.00000000e+00
  6.02000000e+02]","[ 2.25750000e+00  0.00000000e+00 -3.74076124e+04  0.00000000e+00
 -2.25750000e+00 -2.51416082e+03  0.00000000e+00  0.00000000e+00
  9.03000000e+02]",
1668,526.0000,0.1203,"[ 1.31500000e+00  0.00000000e+00 -2.17900378e+04  0.00000000e+00
 -1.31500000e+00 -1.46450564e+03  0.00000000e+00  0.00000000e+00
  5.26000000e+02]","[ 4.17000000e+00  0.00000000e+00 -6.90984468e+04  0.00000000e+00
 -4.17000000e+00 -4.64409773e+03  0.00000000e+00  0.00000000e+00
  1.66800000e+03]",
1682,719.0000,0.0545,"[ 1.79750000e+00  0.00000000e+00 -2.97852417e+04  0.00000000e+00
 -1.79750000e+00 -2.00186227e+03  0.00000000e+00  0.00000000e+00
  7.19000000e+02]","[ 4.20500000e+00  0.00000000e+00 -6.96784097e+04  0.00000000e+00
 -4.20500000e+00 -4.68307697e+03  0.00000000e+00  0.00000000e+00
  1.68200000e+03]",
1257,1257.0000,0.1361,"[ 3.14250000e+00  0.00000000e+00 -5.20723906e+04  0.00000000e+00
 -3.14250000e+00 -3.49977868e+03  0.00000000e+00  0.00000000e+00
  1.25700000e+03]","[ 3.14250000e+00  0.00000000e+00 -5.20723906e+04  0.00000000e+00
 -3.14250000e+00 -3.49977868e+03  0.00000000e+00  0.00000000e+00
  1.25700000e+03]",
1871,856.0000,0.3131,"[ 2.14000000e+00  0.00000000e+00 -3.54605938e+04  0.00000000e+00
 -2.14000000e+00 -2.38330195e+03  0.00000000e+00  0.00000000e+00
  8.56000000e+02]","[ 4.67750000e+00  0.00000000e+00 -7.75079100e+04  0.00000000e+00
 -4.67750000e+00 -5.20929667e+03  0.00000000e+00  0.00000000e+00
  1.87100000e+03]",
1427,1018.0000,0.1528,"[ 2.54500000e+00  0.00000000e+00 -4.21715940e+04  0.00000000e+00
 -2.54500000e+00 -2.83434741e+03  0.00000000e+00  0.00000000e+00
  1.01800000e+03]","[ 3.56750000e+00  0.00000000e+00 -5.91147983e+04  0.00000000e+00
 -3.56750000e+00 -3.97309800e+03  0.00000000e+00  0.00000000e+00
  1.42700000e+03]",
57,95.0000,0.3705,"[ 2.37500000e-01  0.00000000e+00 -3.93546310e+03  0.00000000e+00
 -2.37500000e-01 -2.64501969e+02  0.00000000e+00  0.00000000e+00
  9.50000000e+01]","[ 1.42500000e-01  0.00000000e+00 -2.36127786e+03  0.00000000e+00
 -1.42500000e-01 -1.58701181e+02  0.00000000e+00  0.00000000e+00
  5.70000000e+01]",
283,761.0000,0.2371,"[ 1.90250000e+00  0.00000000e+00 -3.15251307e+04  0.00000000e+00
 -1.90250000e+00 -2.11879998e+03  0.00000000e+00  0.00000000e+00
  7.61000000e+02]","[ 7.07500000e-01  0.00000000e+00 -1.17235374e+04  0.00000000e+00
 -7.07500000e-01 -7.87937444e+02  0.00000000e+00  0.00000000e+00
  2.83000000e+02]",
1578,592.0000,0.1292,"[ 1.4800000e+00  0.0000000e+00 -2.4524149e+04  0.0000000e+00
 -1.4800000e+00 -1.6482649e+03  0.0000000e+00  0.0000000e+00
  5.9200000e+02]","[ 3.94500000e+00  0.00000000e+00 -6.53701133e+04  0.00000000e+00
 -3.94500000e+00 -4.39351692e+03  0.00000000e+00  0.00000000e+00
  1.57800000e+03]",
1109,1106.0000,0.1824,"[ 2.76500000e+00  0.00000000e+00 -4.58170756e+04  0.00000000e+00
 -2.76500000e+00 -3.07935977e+03  0.00000000e+00  0.00000000e+00
  1.10600000e+03]","[ 2.77250000e+00  0.00000000e+00 -4.59413534e+04  0.00000000e+00
 -2.77250000e+00 -3.08771246e+03  0.00000000e+00  0.00000000e+00
  1.10900000e+03]",
1726,768.0000,0.1880,"[ 1.92000000e+00  0.00000000e+00 -3.18151122e+04  0.00000000e+00
 -1.92000000e+00 -2.13828960e+03  0.00000000e+00  0.00000000e+00
  7.68000000e+02]","[ 4.31500000e+00  0.00000000e+00 -7.15011506e+04  0.00000000e+00
 -4.31500000e+00 -4.80558314e+03  0.00000000e+00  0.00000000e+00
  1.72600000e+03]",
340,421.0000,0.1168,"[ 1.05250000e+00  0.00000000e+00 -1.74403154e+04  0.00000000e+00
 -1.05250000e+00 -1.17216136e+03  0.00000000e+00  0.00000000e+00
  4.21000000e+02]","[ 8.50000000e-01  0.00000000e+00 -1.40848153e+04  0.00000000e+00
 -8.50000000e-01 -9.46638626e+02  0.00000000e+00  0.00000000e+00
  3.40000000e+02]",
925,170.0000,0.3790,"[ 4.25000000e-01  0.00000000e+00 -7.04240764e+03  0.00000000e+00
 -4.25000000e-01 -4.73319313e+02  0.00000000e+00  0.00000000e+00
  1.70000000e+02]","[ 2.31250000e+00  0.00000000e+00 -3.83189828e+04  0.00000000e+00
 -2.31250000e+00 -2.57541391e+03  0.00000000e+00  0.00000000e+00
  9.25000000e+02]",
673,490.0000,0.1552,"[ 1.22500000e+00  0.00000000e+00 -2.02987044e+04  0.00000000e+00
 -1.22500000e+00 -1.36427331e+03  0.00000000e+00  0.00000000e+00
  4.90000000e+02]","[ 1.68250000e+00  0.00000000e+00 -2.78796491e+04  0.00000000e+00
 -1.68250000e+00 -1.87378763e+03  0.00000000e+00  0.00000000e+00
  6.73000000e+02]",
55,573.0000,0.3573,"[ 1.43250000e+00  0.00000000e+00 -2.37370564e+04  0.00000000e+00
 -1.43250000e+00 -1.59536451e+03  0.00000000e+00  0.00000000e+00
  5.73000000e+02]","[ 1.37500000e-01  0.00000000e+00 -2.27842600e+03  0.00000000e+00
 -1.37500000e-01 -1.53132719e+02  0.00000000e+00  0.00000000e+00
  5.50000000e+01]",
1350,1160.0000,0.4506,"[ 2.90000000e+00  0.00000000e+00 -4.80540757e+04  0.00000000e+00
 -2.90000000e+00 -3.22970825e+03  0.00000000e+00  0.00000000e+00
  1.16000000e+03]","[ 3.37500000e+00  0.00000000e+00 -5.59250019e+04  0.00000000e+00
 -3.37500000e+00 -3.75871219e+03  0.00000000e+00  0.00000000e+00
  1.35000000e+03]",
475,671.0000,0.1581,"[ 1.67750000e+00  0.00000000e+00 -2.77967972e+04  0.00000000e+00
 -1.67750000e+00 -1.86821917e+03  0.00000000e+00  0.00000000e+00
  6.71000000e+02]","[ 1.18750000e+00  0.00000000e+00 -1.96773155e+04  0.00000000e+00
 -1.18750000e+00 -1.32250984e+03  0.00000000e+00  0.00000000e+00
  4.75000000e+02]",
1489,341.0000,0.2460,"[ 8.52500000e-01  0.00000000e+00 -1.41262412e+04  0.00000000e+00
 -8.52500000e-01 -9.49422857e+02  0.00000000e+00  0.00000000e+00
  3.41000000e+02]","[ 3.72250000e+00  0.00000000e+00 -6.16832058e+04  0.00000000e+00
 -3.72250000e+00 -4.14572033e+03  0.00000000e+00  0.00000000e+00
  1.48900000e+03]",
1150,1248.0000,0.1991,"[ 3.12000000e+00  0.00000000e+00 -5.16995573e+04  0.00000000e+00
 -3.12000000e+00 -3.47472060e+03  0.00000000e+00  0.00000000e+00
  1.24800000e+03]","[ 2.87500000e+00  0.00000000e+00 -4.76398164e+04  0.00000000e+00
 -2.87500000e+00 -3.20186594e+03  0.00000000e+00  0.00000000e+00
  1.15000000e+03]",
328,771.0000,0.0729,"[ 1.9275000e+00  0.0000000e+00 -3.1939390e+04  0.0000000e+00
 -1.9275000e+00 -2.1466423e+03  0.0000000e+00  0.0000000e+00
  7.7100000e+02]","[ 8.20000000e-01  0.00000000e+00 -1.35877042e+04  0.00000000e+00
 -8.20000000e-01 -9.13227851e+02  0.00000000e+00  0.00000000e+00
  3.28000000e+02]",
1390,889.0000,0.1705,"[ 2.22250000e+00  0.00000000e+00 -3.68276494e+04  0.00000000e+00
 -2.22250000e+00 -2.47518158e+03  0.00000000e+00  0.00000000e+00
  8.89000000e+02]","[ 3.47500000e+00  0.00000000e+00 -5.75820390e+04  0.00000000e+00
 -3.47500000e+00 -3.87008144e+03  0.00000000e+00  0.00000000e+00
  1.39000000e+03]",
359,166.0000,0.4520,"[ 4.15000000e-01  0.00000000e+00 -6.87670393e+03  0.00000000e+00
 -4.15000000e-01 -4.62182388e+02  0.00000000e+00  0.00000000e+00
  1.66000000e+02]","[ 8.97500000e-01  0.00000000e+00 -1.48719079e+04  0.00000000e+00
 -8.97500000e-01 -9.99539020e+02  0.00000000e+00  0.00000000e+00
  3.59000000e+02]",
1038,759.0000,0.0836,"[ 1.89750000e+00  0.00000000e+00 -3.14422788e+04  0.00000000e+00
 -1.89750000e+00 -2.11323152e+03  0.00000000e+00  0.00000000e+00
  7.59000000e+02]","[ 2.59500000e+00  0.00000000e+00 -4.30001126e+04  0.00000000e+00
 -2.59500000e+00 -2.89003204e+03  0.00000000e+00  0.00000000e+00
  1.03800000e+03]",
914,295.0000,0.1873,"[ 7.37500000e-01  0.00000000e+00 -1.22206486e+04  0.00000000e+00
 -7.37500000e-01 -8.21348219e+02  0.00000000e+00  0.00000000e+00
  2.95000000e+02]","[ 2.28500000e+00  0.00000000e+00 -3.78632976e+04  0.00000000e+00
 -2.28500000e+00 -2.54478736e+03  0.00000000e+00  0.00000000e+00
  9.14000000e+02]",
1278,1264.0000,0.1615,"[ 3.16000000e+00  0.00000000e+00 -5.23623721e+04  0.00000000e+00
 -3.16000000e+00 -3.51926830e+03  0.00000000e+00  0.00000000e+00
  1.26400000e+03]","[ 3.19500000e+00  0.00000000e+00 -5.29423351e+04  0.00000000e+00
 -3.19500000e+00 -3.55824754e+03  0.00000000e+00  0.00000000e+00
  1.27800000e+03]",
999,578.0000,0.2569,"[ 1.44500000e+00  0.00000000e+00 -2.39441860e+04  0.00000000e+00
 -1.44500000e+00 -1.60928566e+03  0.00000000e+00  0.00000000e+00
  5.78000000e+02]","[ 2.49750000e+00  0.00000000e+00 -4.13845014e+04  0.00000000e+00
 -2.49750000e+00 -2.78144702e+03  0.00000000e+00  0.00000000e+00
  9.99000000e+02]",
132,391.0000,0.2038,"[ 9.77500000e-01  0.00000000e+00 -1.61975376e+04  0.00000000e+00
 -9.77500000e-01 -1.08863442e+03  0.00000000e+00  0.00000000e+00
  3.91000000e+02]","[ 3.30000000e-01  0.00000000e+00 -5.46822241e+03  0.00000000e+00
 -3.30000000e-01 -3.67518525e+02  0.00000000e+00  0.00000000e+00
  1.32000000e+02]",
465,301.0000,0.0843,"[ 7.52500000e-01  0.00000000e+00 -1.24692041e+04  0.00000000e+00
 -7.52500000e-01 -8.38053607e+02  0.00000000e+00  0.00000000e+00
  3.01000000e+02]","[ 1.16250000e+00  0.00000000e+00 -1.92630562e+04  0.00000000e+00
 -1.16250000e+00 -1.29466753e+03  0.00000000e+00  0.00000000e+00
  4.65000000e+02]",
424,823.0000,0.1012,"[ 2.05750000e+00  0.00000000e+00 -3.40935382e+04  0.00000000e+00
 -2.05750000e+00 -2.29142232e+03  0.00000000e+00  0.00000000e+00
  8.23000000e+02]","[ 1.06000000e+00  0.00000000e+00 -1.75645932e+04  0.00000000e+00
 -1.06000000e+00 -1.18051405e+03  0.00000000e+00  0.00000000e+00
  4.24000000e+02]",
1188,686.0000,0.0843,"[ 1.71500000e+00  0.00000000e+00 -2.84181861e+04  0.00000000e+00
 -1.71500000e+00 -1.90998264e+03  0.00000000e+00  0.00000000e+00
  6.86000000e+02]","[ 2.97000000e+00  0.00000000e+00 -4.92140017e+04  0.00000000e+00
 -2.97000000e+00 -3.30766673e+03  0.00000000e+00  0.00000000e+00
  1.18800000e+03]",
928,216.0000,0.1375,"[ 5.4000000e-01  0.0000000e+00 -8.9480003e+03  0.0000000e+00
 -5.4000000e-01 -6.0139395e+02  0.0000000e+00  0.0000000e+00
  2.1600000e+02]","[ 2.32000000e+00  0.00000000e+00 -3.84432606e+04  0.00000000e+00
 -2.32000000e+00 -2.58376660e+03  0.00000000e+00  0.00000000e+00
  9.28000000e+02]",
964,1023.0000,0.1140,"[ 2.55750000e+00  0.00000000e+00 -4.23787236e+04  0.00000000e+00
 -2.55750000e+00 -2.84826857e+03  0.00000000e+00  0.00000000e+00
  1.02300000e+03]","[ 2.41000000e+00  0.00000000e+00 -3.99345939e+04  0.00000000e+00
 -2.41000000e+00 -2.68399893e+03  0.00000000e+00  0.00000000e+00
  9.64000000e+02]",
529,494.0000,0.1502,"[ 1.23500000e+00  0.00000000e+00 -2.04644081e+04  0.00000000e+00
 -1.23500000e+00 -1.37541024e+03  0.00000000e+00  0.00000000e+00
  4.94000000e+02]","[ 1.32250000e+00  0.00000000e+00 -2.19143156e+04  0.00000000e+00
 -1.32250000e+00 -1.47285833e+03  0.00000000e+00  0.00000000e+00
  5.29000000e+02]",
520,261.0000,0.0549,"[ 6.52500000e-01  0.00000000e+00 -1.08121670e+04  0.00000000e+00
 -6.52500000e-01 -7.26684357e+02  0.00000000e+00  0.00000000e+00
  2.61000000e+02]","[ 1.30000000e+00  0.00000000e+00 -2.15414822e+04  0.00000000e+00
 -1.30000000e+00 -1.44780025e+03  0.00000000e+00  0.00000000e+00
  5.20000000e+02]",
579,1281.0000,0.1659,"[ 3.20250000e+00  0.00000000e+00 -5.30666129e+04  0.00000000e+00
 -3.20250000e+00 -3.56660023e+03  0.00000000e+00  0.00000000e+00
  1.28100000e+03]","[ 1.44750000e+00  0.00000000e+00 -2.39856119e+04  0.00000000e+00
 -1.44750000e+00 -1.61206990e+03  0.00000000e+00  0.00000000e+00
  5.79000000e+02]",
1475,1022.0000,0.1774,"[ 2.55500000e+00  0.00000000e+00 -4.23372977e+04  0.00000000e+00
 -2.55500000e+00 -2.84548434e+03  0.00000000e+00  0.00000000e+00
  1.02200000e+03]","[ 3.68750000e+00  0.00000000e+00 -6.11032428e+04  0.00000000e+00
 -3.68750000e+00 -4.10674110e+03  0.00000000e+00  0.00000000e+00
  1.47500000e+03]",
470,534.0000,0.1812,"[ 1.33500000e+00  0.00000000e+00 -2.21214452e+04  0.00000000e+00
 -1.33500000e+00 -1.48677949e+03  0.00000000e+00  0.00000000e+00
  5.34000000e+02]","[ 1.17500000e+00  0.00000000e+00 -1.94701858e+04  0.00000000e+00
 -1.17500000e+00 -1.30858869e+03  0.00000000e+00  0.00000000e+00
  4.70000000e+02]",
910,1135.0000,0.1863,"[ 2.83750000e+00  0.00000000e+00 -4.70184275e+04  0.00000000e+00
 -2.83750000e+00 -3.16010247e+03  0.00000000e+00  0.00000000e+00
  1.13500000e+03]","[ 2.27500000e+00  0.00000000e+00 -3.76975939e+04  0.00000000e+00
 -2.27500000e+00 -2.53365044e+03  0.00000000e+00  0.00000000e+00
  9.10000000e+02]",
1201,891.0000,0.1391,"[ 2.22750000e+00  0.00000000e+00 -3.69105012e+04  0.00000000e+00
 -2.22750000e+00 -2.48075005e+03  0.00000000e+00  0.00000000e+00
  8.91000000e+02]","[ 3.00250000e+00  0.00000000e+00 -4.97525387e+04  0.00000000e+00
 -3.00250000e+00 -3.34386173e+03  0.00000000e+00  0.00000000e+00
  1.20100000e+03]",
1783,1025.0000,0.3335,"[ 2.56250000e+00  0.00000000e+00 -4.24615755e+04  0.00000000e+00
 -2.56250000e+00 -2.85383703e+03  0.00000000e+00  0.00000000e+00
  1.02500000e+03]","[ 4.45750000e+00  0.00000000e+00 -7.38624284e+04  0.00000000e+00
 -4.45750000e+00 -4.96428432e+03  0.00000000e+00  0.00000000e+00
  1.78300000e+03]",
946,314.0000,0.1950,"[ 7.85000000e-01  0.00000000e+00 -1.30077412e+04  0.00000000e+00
 -7.85000000e-01 -8.74248613e+02  0.00000000e+00  0.00000000e+00
  3.14000000e+02]","[ 2.36500000e+00  0.00000000e+00 -3.91889272e+04  0.00000000e+00
 -2.36500000e+00 -2.63388276e+03  0.00000000e+00  0.00000000e+00
  9.46000000e+02]",
886,1104.0000,0.1726,"[ 2.76000000e+00  0.00000000e+00 -4.57342238e+04  0.00000000e+00
 -2.76000000e+00 -3.07379130e+03  0.00000000e+00  0.00000000e+00
  1.10400000e+03]","[ 2.21500000e+00  0.00000000e+00 -3.67033716e+04  0.00000000e+00
 -2.21500000e+00 -2.46682889e+03  0.00000000e+00  0.00000000e+00
  8.86000000e+02]",
1172,680.0000,0.0833,"[ 1.70000000e+00  0.00000000e+00 -2.81696306e+04  0.00000000e+00
 -1.70000000e+00 -1.89327725e+03  0.00000000e+00  0.00000000e+00
  6.80000000e+02]","[ 2.93000000e+00  0.00000000e+00 -4.85511868e+04  0.00000000e+00
 -2.93000000e+00 -3.26311903e+03  0.00000000e+00  0.00000000e+00
  1.17200000e+03]",
656,659.0000,0.3943,"[ 1.64750000e+00  0.00000000e+00 -2.72996861e+04  0.00000000e+00
 -1.64750000e+00 -1.83480840e+03  0.00000000e+00  0.00000000e+00
  6.59000000e+02]","[ 1.64000000e+00  0.00000000e+00 -2.71754083e+04  0.00000000e+00
 -1.64000000e+00 -1.82645570e+03  0.00000000e+00  0.00000000e+00
  6.56000000e+02]",
665,206.0000,0.3637,"[ 5.15000000e-01  0.00000000e+00 -8.53374103e+03  0.00000000e+00
 -5.15000000e-01 -5.73551638e+02  0.00000000e+00  0.00000000e+00
  2.06000000e+02]","[ 1.66250000e+00  0.00000000e+00 -2.75482417e+04  0.00000000e+00
 -1.66250000e+00 -1.85151378e+03  0.00000000e+00  0.00000000e+00
  6.65000000e+02]",
937,1031.0000,0.1199,"[ 2.57750000e+00  0.00000000e+00 -4.27101311e+04  0.00000000e+00
 -2.57750000e+00 -2.87054242e+03  0.00000000e+00  0.00000000e+00
  1.03100000e+03]","[ 2.34250000e+00  0.00000000e+00 -3.88160939e+04  0.00000000e+00
 -2.34250000e+00 -2.60882468e+03  0.00000000e+00  0.00000000e+00
  9.37000000e+02]",
1360,1161.0000,0.4439,"[ 2.90250000e+00  0.00000000e+00 -4.80955016e+04  0.00000000e+00
 -2.90250000e+00 -3.23249248e+03  0.00000000e+00  0.00000000e+00
  1.16100000e+03]","[ 3.40000000e+00  0.00000000e+00 -5.63392612e+04  0.00000000e+00
 -3.40000000e+00 -3.78655450e+03  0.00000000e+00  0.00000000e+00
  1.36000000e+03]",
611,411.0000,0.0669,"[ 1.02750000e+00  0.00000000e+00 -1.70260561e+04  0.00000000e+00
 -1.02750000e+00 -1.14431904e+03  0.00000000e+00  0.00000000e+00
  4.11000000e+02]","[ 1.52750000e+00  0.00000000e+00 -2.53112416e+04  0.00000000e+00
 -1.52750000e+00 -1.70116530e+03  0.00000000e+00  0.00000000e+00
  6.11000000e+02]",
1828,870.0000,0.2824,"[ 2.17500000e+00  0.00000000e+00 -3.60405568e+04  0.00000000e+00
 -2.17500000e+00 -2.42228119e+03  0.00000000e+00  0.00000000e+00
  8.70000000e+02]","[ 4.57000000e+00  0.00000000e+00 -7.57265951e+04  0.00000000e+00
 -4.57000000e+00 -5.08957473e+03  0.00000000e+00  0.00000000e+00
  1.82800000e+03]",
1580,406.0000,0.2988,"[ 1.01500000e+00  0.00000000e+00 -1.68189265e+04  0.00000000e+00
 -1.01500000e+00 -1.13039789e+03  0.00000000e+00  0.00000000e+00
  4.06000000e+02]","[ 3.95000000e+00  0.00000000e+00 -6.54529652e+04  0.00000000e+00
 -3.95000000e+00 -4.39908538e+03  0.00000000e+00  0.00000000e+00
  1.58000000e+03]",
1559,595.0000,0.1500,"[ 1.48750000e+00  0.00000000e+00 -2.46484268e+04  0.00000000e+00
 -1.48750000e+00 -1.65661760e+03  0.00000000e+00  0.00000000e+00
  5.95000000e+02]","[ 3.89750000e+00  0.00000000e+00 -6.45830207e+04  0.00000000e+00
 -3.89750000e+00 -4.34061652e+03  0.00000000e+00  0.00000000e+00
  1.55900000e+03]",
1360,1055.0000,0.1545,"[ 2.63750000e+00  0.00000000e+00 -4.37043533e+04  0.00000000e+00
 -2.63750000e+00 -2.93736397e+03  0.00000000e+00  0.00000000e+00
  1.05500000e+03]","[ 3.40000000e+00  0.00000000e+00 -5.63392612e+04  0.00000000e+00
 -3.40000000e+00 -3.78655450e+03  0.00000000e+00  0.00000000e+00
  1.36000000e+03]",
543,954.0000,0.1804,"[ 2.38500000e+00  0.00000000e+00 -3.95203347e+04  0.00000000e+00
 -2.38500000e+00 -2.65615661e+03  0.00000000e+00  0.00000000e+00
  9.54000000e+02]","[ 1.35750000e+00  0.00000000e+00 -2.24942785e+04  0.00000000e+00
 -1.35750000e+00 -1.51183757e+03  0.00000000e+00  0.00000000e+00
  5.43000000e+02]",
829,490.0000,0.4876,"[ 1.22500000e+00  0.00000000e+00 -2.02987044e+04  0.00000000e+00
 -1.22500000e+00 -1.36427331e+03  0.00000000e+00  0.00000000e+00
  4.90000000e+02]","[ 2.07250000e+00  0.00000000e+00 -3.43420937e+04  0.00000000e+00
 -2.07250000e+00 -2.30812771e+03  0.00000000e+00  0.00000000e+00
  8.29000000e+02]",
1506,291.0000,0.2976,"[ 7.27500000e-01  0.00000000e+00 -1.20549448e+04  0.00000000e+00
 -7.27500000e-01 -8.10211294e+02  0.00000000e+00  0.00000000e+00
  2.91000000e+02]","[ 3.76500000e+00  0.00000000e+00 -6.23874465e+04  0.00000000e+00
 -3.76500000e+00 -4.19305227e+03  0.00000000e+00  0.00000000e+00
  1.50600000e+03]",
222,569.0000,0.2089,"[ 1.42250000e+00  0.00000000e+00 -2.35713526e+04  0.00000000e+00
 -1.42250000e+00 -1.58422758e+03  0.00000000e+00  0.00000000e+00
  5.69000000e+02]","[ 5.55000000e-01  0.00000000e+00 -9.19655586e+03  0.00000000e+00
 -5.55000000e-01 -6.18099338e+02  0.00000000e+00  0.00000000e+00
  2.22000000e+02]",
738,1463.0000,0.2453,"[ 3.65750000e+00  0.00000000e+00 -6.06061317e+04  0.00000000e+00
 -3.65750000e+00 -4.07333032e+03  0.00000000e+00  0.00000000e+00
  1.46300000e+03]","[ 1.84500000e+00  0.00000000e+00 -3.05723344e+04  0.00000000e+00
 -1.84500000e+00 -2.05476266e+03  0.00000000e+00  0.00000000e+00
  7.38000000e+02]",
487,161.0000,0.5323,"[ 4.02500000e-01  0.00000000e+00 -6.66957430e+03  0.00000000e+00
 -4.02500000e-01 -4.48261232e+02  0.00000000e+00  0.00000000e+00
  1.61000000e+02]","[ 1.21750000e+00  0.00000000e+00 -2.01744266e+04  0.00000000e+00
 -1.21750000e+00 -1.35592062e+03  0.00000000e+00  0.00000000e+00
  4.87000000e+02]",
1364,924.0000,0.2449,"[ 2.31000000e+00  0.00000000e+00 -3.82775568e+04  0.00000000e+00
 -2.31000000e+00 -2.57262968e+03  0.00000000e+00  0.00000000e+00
  9.24000000e+02]","[ 3.41000000e+00  0.00000000e+00 -5.65049649e+04  0.00000000e+00
 -3.41000000e+00 -3.79769143e+03  0.00000000e+00  0.00000000e+00
  1.36400000e+03]",
1059,463.0000,0.2273,"[ 1.15750000e+00  0.00000000e+00 -1.91802043e+04  0.00000000e+00
 -1.15750000e+00 -1.28909907e+03  0.00000000e+00  0.00000000e+00
  4.63000000e+02]","[ 2.6475000e+00  0.0000000e+00 -4.3870057e+04  0.0000000e+00
 -2.6475000e+00 -2.9485009e+03  0.0000000e+00  0.0000000e+00
  1.0590000e+03]",
1489,424.0000,0.1883,"[ 1.06000000e+00  0.00000000e+00 -1.75645932e+04  0.00000000e+00
 -1.06000000e+00 -1.18051405e+03  0.00000000e+00  0.00000000e+00
  4.24000000e+02]","[ 3.72250000e+00  0.00000000e+00 -6.16832058e+04  0.00000000e+00
 -3.72250000e+00 -4.14572033e+03  0.00000000e+00  0.00000000e+00
  1.48900000e+03]",
143,735.0000,0.2838,"[ 1.83750000e+00  0.00000000e+00 -3.04480566e+04  0.00000000e+00
 -1.83750000e+00 -2.04640997e+03  0.00000000e+00  0.00000000e+00
  7.35000000e+02]","[ 3.57500000e-01  0.00000000e+00 -5.92390761e+03  0.00000000e+00
 -3.57500000e-01 -3.98145069e+02  0.00000000e+00  0.00000000e+00
  1.43000000e+02]",
1448,775.0000,0.1150,"[ 1.93750000e+00  0.00000000e+00 -3.21050937e+04  0.00000000e+00
 -1.93750000e+00 -2.15777922e+03  0.00000000e+00  0.00000000e+00
  7.75000000e+02]","[ 3.62000000e+00  0.00000000e+00 -5.99847428e+04  0.00000000e+00
 -3.62000000e+00 -4.03156685e+03  0.00000000e+00  0.00000000e+00
  1.44800000e+03]",
1123,1289.0000,0.2269,"[ 3.22250000e+00  0.00000000e+00 -5.33980203e+04  0.00000000e+00
 -3.22250000e+00 -3.58887408e+03  0.00000000e+00  0.00000000e+00
  1.28900000e+03]","[ 2.80750000e+00  0.00000000e+00 -4.65213164e+04  0.00000000e+00
 -2.80750000e+00 -3.12669170e+03  0.00000000e+00  0.00000000e+00
  1.12300000e+03]",
1614,1075.0000,0.1525,"[ 2.68750000e+00  0.00000000e+00 -4.45328719e+04  0.00000000e+00
 -2.68750000e+00 -2.99304860e+03  0.00000000e+00  0.00000000e+00
  1.07500000e+03]","[ 4.03500000e+00  0.00000000e+00 -6.68614467e+04  0.00000000e+00
 -4.03500000e+00 -4.49374924e+03  0.00000000e+00  0.00000000e+00
  1.61400000e+03]",
418,1049.0000,0.2247,"[ 2.62250000e+00  0.00000000e+00 -4.34557978e+04  0.00000000e+00
 -2.62250000e+00 -2.92065858e+03  0.00000000e+00  0.00000000e+00
  1.04900000e+03]","[ 1.04500000e+00  0.00000000e+00 -1.73160376e+04  0.00000000e+00
 -1.04500000e+00 -1.16380866e+03  0.00000000e+00  0.00000000e+00
  4.18000000e+02]",
199,788.0000,0.1864,"[ 1.97000000e+00  0.00000000e+00 -3.26436307e+04  0.00000000e+00
 -1.97000000e+00 -2.19397423e+03  0.00000000e+00  0.00000000e+00
  7.88000000e+02]","[ 4.97500000e-01  0.00000000e+00 -8.24375954e+03  0.00000000e+00
 -4.97500000e-01 -5.54062019e+02  0.00000000e+00  0.00000000e+00
  1.99000000e+02]",
1138,868.0000,0.1367,"[ 2.17000000e+00  0.00000000e+00 -3.59577049e+04  0.00000000e+00
 -2.17000000e+00 -2.41671273e+03  0.00000000e+00  0.00000000e+00
  8.68000000e+02]","[ 2.84500000e+00  0.00000000e+00 -4.71427053e+04  0.00000000e+00
 -2.84500000e+00 -3.16845517e+03  0.00000000e+00  0.00000000e+00
  1.13800000e+03]",
1331,1176.0000,0.3003,"[ 2.94000000e+00  0.00000000e+00 -4.87168905e+04  0.00000000e+00
 -2.94000000e+00 -3.27425595e+03  0.00000000e+00  0.00000000e+00
  1.17600000e+03]","[ 3.32750000e+00  0.00000000e+00 -5.51379093e+04  0.00000000e+00
 -3.32750000e+00 -3.70581180e+03  0.00000000e+00  0.00000000e+00
  1.33100000e+03]",
809,1444.0000,0.2259,"[ 3.61000000e+00  0.00000000e+00 -5.98190390e+04  0.00000000e+00
 -3.61000000e+00 -4.02042993e+03  0.00000000e+00  0.00000000e+00
  1.44400000e+03]","[ 2.02250000e+00  0.00000000e+00 -3.35135752e+04  0.00000000e+00
 -2.02250000e+00 -2.25244308e+03  0.00000000e+00  0.00000000e+00
  8.09000000e+02]",
